Province,University,Program,International tuition,Domestic tuition,Minimum average,Length Of Program,Program Language,TOEFL Score,Rank,Notes
Ontario,Queen’s University,Mechanical Engineering,$39184.53,$13476.51,88%+,4-5 years,English,"88 overall, 24 writing, 22 speaking and reading, 20 listening",,
Ontario,Queen’s University,Mining Engineering,$39184.53,$13476.51,88%+,4-5 years,English,"88 overall, 24 writing, 22 speaking and reading, 20 listening",,
Ontario,Queen’s University,Bachelor of Mining Engineering Technology (online),$25411.87,$9850.00,88%+,4-5 years,English,"88 overall, 24 writing, 22 speaking and reading, 20 listening",,
Ontario,Queen’s University,Bachelor of Health Sciences ,$34486.90,$6484.00,75%+,4 years,English,"88 overall, 24 writing, 22 speaking and reading, 20 listening",,
Ontario,Queen’s University,Biochemistry,$34486.90,$6484.00,75%+,4 years,English,"88 overall, 24 writing, 22 speaking and reading, 20 listening",,
Ontario,Queen’s University,Nursing ,"$3,553,465.00",$7531.75,89%+,2 or 4 years,English,"88 overall, 24 writing, 22 speaking and reading, 20 listening",,
Ontario,Queen’s University,Medical Education,$92399.51,$26182.37,78% - 80%,4 years,English,"88 overall, 24 writing, 22 speaking and reading, 20 listening",,
Ontario,Queen’s University,Law,$46711.79,$19531.81,87%+,3 years,English,"88 overall, 24 writing, 22 speaking and reading, 20 listening",,
Ontario,Queen’s University,Bachelor of Commerce,$41811.31,$18059.08,87%+,4 years,English,"88 overall, 24 writing, 22 speaking and reading, 20 listening",,
Ontario,Queen’s University,Teacher Education (Concurrent),$824.70 per unit,$209.79 per unit,80% - 87%+,5 years,English,"88 overall, 24 writing, 22 speaking and reading, 20 listening",,
Ontario,Queen’s University,Teacher Education (Consecutive),$824.70 per unit,$209.79 per unit,80% - 87%+,5 years,English,"88 overall, 24 writing, 22 speaking and reading, 20 listening",,
Ontario,Queen’s University,Aboriginal Teacher Education Program,$824.70 per unit,$209.79 per unit,80% - 87%+,5 years,English,"88 overall, 24 writing, 22 speaking and reading, 20 listening",,
Ontario,Queen’s University,Aboriginal Teacher Education Program (community-based),$824.70 per unit,$209.79 per unit,80% - 87%+,5 years,English,"88 overall, 24 writing, 22 speaking and reading, 20 listening",,
Ontario,Queen’s University,Artist in Community Education,$824.70 per unit,$209.79 per unit,80% - 87%+,5 years,English,"88 overall, 24 writing, 22 speaking and reading, 20 listening",,
Ontario,Queen’s University,Outdoor and Experiential Education,$824.70 per unit,$209.79 per unit,80% - 87%+,5 years,English,"88 overall, 24 writing, 22 speaking and reading, 20 listening",,
Ontario,Queen’s University,Technological Education,$824.70 per unit,$209.79 per unit,80% - 87%+,5 years,English,"88 overall, 24 writing, 22 speaking and reading, 20 listening",,
Ontario,Queen’s University,English for Academic Purposes (EAP),———,———,———,———,English,TOEFL iBT 58,,
Ontario,Queen’s University,Canadian Academic English Experience (CAEE),———,———,———,3 weeks.,English,———,,
Ontario,Queen’s University,Canadian English Experience (CEE),———,———,———,3-4 weeks,English,———,,
Ontario,Queen’s University,Tailored Programs,———,———,———,———,English,———,,Variables depend on which course is taken
Ontario,York University,Community Arts Practice,$4981.08 (6 credits),$1505.28 (6 credits),Mid 70s,3 years,English,"TOEFL iBT 83,",,
Ontario,York University,Ecosystem Management (also offered as joint program),$4981.08 (6 credits),$1505.28 (6 credits),Mid 70s,3-4 years,English,"TOEFL iBT 83,",,
Ontario,York University,Environmental Studies (also offered as joint program),$4981.08 (6 credits),$1505.28 (6 credits),Mid 70s,3-4 years,English,"TOEFL iBT 83,",,
Ontario,York University,Geographic Information Systems and Remote Sensing,$4981.08 (6 credits),$1505.28 (6 credits),Mid 70s,3 years,English,"TOEFL iBT 83,",,
Ontario,York University,International Development,$4981.08 (6 credits),$1505.28 (6 credits),Mid 70s,3-4 years,English,"TOEFL iBT 83,",,
Ontario,York University,Refugee and Migration Studies,$4981.08 (6 credits),$1505.28 (6 credits),Mid 70s,3 years,"English, French","TOEFL iBT 83,",,
Ontario,York University,Sustainable Energy,$4981.08 (6 credits),$1505.28 (6 credits),Mid 70s,3 years,English,"TOEFL iBT 83,",,
Ontario,York University,Urban Ecologies,$4981.08 (6 credits),$1505.28 (6 credits),Mid 70s,3 years,English,"TOEFL iBT 83,",,
Ontario,York University,Urban Sustainability - York/Seneca Joint Program,$4981.08 (6 credits),$1505.28 (6 credits),Mid 70s,3-4 years,English,"TOEFL iBT 83,",,
Ontario,York University,Civil Engineering,$5382.54 (6 credits),$2210.52 (6 credits),Mid 70s to Low 80s,3-4 years,English,"TOEFL iBT 96-99,",,
Ontario,York University,Computer Engineering,$5382.54 (6 credits),$2210.52 (6 credits),Mid 70s to Low 80s,3-4 years,English,"TOEFL iBT 83,",,
Ontario,York University,Computer Science,$5382.54 (6 credits),$2210.52 (6 credits),Mid 70s to Low 80s,3-4 years,English,"TOEFL iBT 83,",,
Ontario,York University,Computer Security,$5382.54 (6 credits),$2210.52 (6 credits),Mid 70s to Low 80s,3-4 years,English,"TOEFL iBT 83,",,
Ontario,York University,Digital Media,$5382.54 (6 credits),$2210.52 (6 credits),Mid 70s to Low 80s,3-4 years,English,"TOEFL iBT 83,",,
Ontario,York University,Earth and Atmospheric Science,$5382.54 (6 credits),$2210.52 (6 credits),Mid 70s to Low 80s,3-4 years,English,"TOEFL iBT 83,",,
Ontario,York University,Electrical Engineering,$5382.54 (6 credits),$2210.52 (6 credits),Mid 70s to Low 80s,3-4 years,English,"TOEFL iBT 96-99,",,
Ontario,York University,Engineering and International Development Studies,$5382.54 (6 credits),$2210.52 (6 credits),Mid 70s to Low 80s,3-4 years,English,"TOEFL iBT 96-99,",,
Ontario,York University,Geomatics Engineering,$5382.54 (6 credits),$2210.52 (6 credits),Mid 70s to Low 80s,3-4 years,English,"TOEFL iBT 96-99,",,
Ontario,York University,Mechanical Engineering,$5382.54 (6 credits),$2210.52 (6 credits),Mid 70s to Low 80s,3-4 years,English,"TOEFL iBT 96-99,",,
Ontario,York University,Meteorology,$5382.54 (6 credits),$2210.52 (6 credits),Mid 70s to Low 80s,3 years,English,"TOEFL iBT 83,",,
Ontario,York University,Software Engineering,$5382.54 (6 credits),$2210.52 (6 credits),Mid 70s to Low 80s,3-4 years,English,"TOEFL iBT 96-99,",,
Ontario,York University,Space Engineering,$5382.54 (6 credits),$2210.52 (6 credits),Mid 70s to Low 80s,3-4 years,English,"TOEFL iBT 96-99,",,
Ontario,York University,Business Administration,$5618.46 (6 credits),$2025.36 (6 credits),Low 90s,4 years,English,TOEFL iBT 100,,
Ontario,York University,Cinema and Media Arts,$24022.85,$10646.91,Mid 70s to Mid 80s,3-4 years,English,"TOEFL iBT 83,",,
Ontario,York University,Dance (also offered as joint program),$24022.85,$10646.91,Mid 70s to Mid 80s,3-4 years,English,"TOEFL iBT 83,",,
Ontario,York University,Design (also offered as joint program),$24022.85,$10646.91,Mid 70s to Mid 80s,3-4 years,English,"TOEFL iBT 83,",,
Ontario,York University,Digital Media,$24022.85,$10646.91,Mid 70s to Mid 80s,3-4 years,English,"TOEFL iBT 83,",,
Ontario,York University,Music,$24022.85,$10646.91,Mid 70s to Mid 80s,3-4 years,English,"TOEFL iBT 83,",,
Ontario,York University,Theatre,$24022.85,$10646.91,Mid 70s to Mid 80s,3-4 years,English,"TOEFL iBT 83,",,
Ontario,York University,Visual Art and Art History,$24022.85,$10646.91,Mid 70s to Mid 80s,3-4 years,English,"TOEFL iBT 83,",,
Ontario,York University (Glendon College),Biology ,$4892.58 (6 credits),$1479.78 (6 credits),Mid to High 70s,3-4 years,"English, French","TOEFL iBT 83,",,
Ontario,York University (Glendon College),Business Economics,$4892.58 (6 credits),$1479.78 (6 credits),Mid to High 70s,3-4 years,"English, French","TOEFL iBT 83,",,
Ontario,York University (Glendon College),Canadian Studies,$4892.58 (6 credits),$1479.78 (6 credits),Mid to High 70s,3-4 years,"English, French","TOEFL iBT 83,",,
Ontario,York University (Glendon College),Communications,$4892.58 (6 credits),$1479.78 (6 credits),Mid to High 70s,3-4 years,"English, French","TOEFL iBT 83,",,
Ontario,York University (Glendon College),Discipline of Teaching English as an International Language (D-TEIL),$4892.58 (6 credits),$1479.78 (6 credits),Mid to High 70s,3 years,"English, French","TOEFL iBT 83,",,
Ontario,York University (Glendon College),Drama Studies,$4892.58 (6 credits),$1479.78 (6 credits),Mid to High 70s,3-4 years,"English, French","TOEFL iBT 83,",,
Ontario,York University (Glendon College),Economics,$4892.58 (6 credits),$1479.78 (6 credits),Mid to High 70s,3-4 years,"English, French","TOEFL iBT 83,",,
Ontario,York University (Glendon College),English Studies,$4892.58 (6 credits),$1479.78 (6 credits),Mid to High 70s,3-4 years,"English, French","TOEFL iBT 83,",,
Ontario,York University (Glendon College),Environmental and Health Studies,$4892.58 (6 credits),$1479.78 (6 credits),Mid to High 70s,3-4 years,"English, French","TOEFL iBT 83,",,
Ontario,York University (Glendon College),French Studies,$4892.58 (6 credits),$1479.78 (6 credits),Mid to High 70s,3-4 years,"English, French","TOEFL iBT 83,",,
Ontario,York University (Glendon College),Gender and Women’s Studies,$4892.58 (6 credits),$1479.78 (6 credits),Mid to High 70s,3-4 years,"English, French","TOEFL iBT 83,",,
Ontario,York University (Glendon College),History,$4892.58 (6 credits),$1479.78 (6 credits),Mid to High 70s,3-4 years,"English, French","TOEFL iBT 83,",,
Ontario,York University (Glendon College),Individualized Studies,$4892.58 (6 credits),$1479.78 (6 credits),Mid to High 70s,3-4 years,"English, French","TOEFL iBT 83,",,
Ontario,York University (Glendon College),International Studies and Business Administration,$4892.58 (6 credits),$1479.78 (6 credits),Mid to High 70s,3-4 years,"English, French","TOEFL iBT 83,",,
Ontario,York University (Glendon College),International Studies,$4892.58 (6 credits),$1479.78 (6 credits),Mid to High 70s,3-4 years,"English, French","TOEFL iBT 83,",,
Ontario,York University (Glendon College),Law and Social Thought,$4892.58 (6 credits),$1479.78 (6 credits),Mid to High 70s,3 years,"English, French","TOEFL iBT 83,",,
Ontario,York University (Glendon College),Linguistics and Language Studies,$4892.58 (6 credits),$1479.78 (6 credits),Mid to High 70s,3-4 years,"English, French","TOEFL iBT 83,",,
Ontario,York University (Glendon College),Mathematics,$4892.58 (6 credits),$1479.78 (6 credits),Mid to High 70s,3-4 years,"English, French","TOEFL iBT 83,",,
Ontario,York University (Glendon College),Philosophy,$4892.58 (6 credits),$1479.78 (6 credits),Mid to High 70s,3-4 years,"English, French","TOEFL iBT 83,",,
Ontario,York University (Glendon College),Political Science,$4892.58 (6 credits),$1479.78 (6 credits),Mid to High 70s,3-4 years,"English, French","TOEFL iBT 83,",,
Ontario,York University (Glendon College),Psychology,$4892.58 (6 credits),$1479.78 (6 credits),Mid to High 70s,3-4 years,"English, French","TOEFL iBT 83,",,
Ontario,York University (Glendon College),Rédaction Professionelle,$4892.58 (6 credits),$1479.78 (6 credits),Mid to High 70s,3 years,"English, French","TOEFL iBT 83,",,
Ontario,York University (Glendon College),Refugee and Migration Studies,$4892.58 (6 credits),$1479.78 (6 credits),Mid to High 70s,3 years,"English, French","TOEFL iBT 83,",,
Ontario,York University (Glendon College),Sexuality Studies,$4892.58 (6 credits),$1479.78 (6 credits),Mid to High 70s,3-4 years,"English, French","TOEFL iBT 83,",,
Ontario,York University (Glendon College),Sociology ,$4892.58 (6 credits),$1479.78 (6 credits),Mid to High 70s,3-4 years,"English, French","TOEFL iBT 83,",,
Ontario,York University (Glendon College),Spanish,$4892.58 (6 credits),$1479.78 (6 credits),Mid to High 70s,3-4 years,"English, French, Spanish","TOEFL iBT 83,",,
Ontario,York University (Glendon College),Spanish-English Translation,$4892.58 (6 credits),$1479.78 (6 credits),Mid to High 70s,3 years,"English, Spanish","TOEFL iBT 83,",,
Ontario,York University (Glendon College),Technical and Professional Communication,$4892.58 (6 credits),$1479.78 (6 credits),Mid to High 70s,3 years,"English, French","TOEFL iBT 83,",,
Ontario,York University (Glendon College),Translation,$4892.58 (6 credits),$1479.78 (6 credits),Mid to High 70s,3-4 years,"English, French","TOEFL iBT 83,",,
Ontario,York University (Glendon College),Undecided Major,$4892.58 (6 credits),$1479.78 (6 credits),Mid to High 70s,3-4 years,"English, French","TOEFL iBT 83,",,
Ontario,York University,Accounting,$4917.48 (6 credits),$1504.68 (6 credits),Mid to High 70s,3 years,English,"TOEFL iBT 83,",,
Ontario,York University,African Studies,$4917.48 (6 credits),$1504.68 (6 credits),Mid to High 70s,3-4 years,English,"TOEFL iBT 83,",,
Ontario,York University,Anthropology,$4917.48 (6 credits),$1504.68 (6 credits),Mid to High 70s,3-4 years,English,"TOEFL iBT 83,",,
Ontario,York University,Anti-Racist Research and Practice,$4917.48 (6 credits),$1504.68 (6 credits),Mid to High 70s,3 years,English,"TOEFL iBT 83,",,
Ontario,York University,Business and Society,$4917.48 (6 credits),$1504.68 (6 credits),Mid to High 70s,3-4 years,English,"TOEFL iBT 83,",,
Ontario,York University,Business Economics,$4917.48 (6 credits),$1504.68 (6 credits),Mid to High 70s,3-4 years,English,"TOEFL iBT 83,",,
Ontario,York University,Canadian Business for Internationally Educated Professionals,$4917.48 (6 credits),$1504.68 (6 credits),Mid to High 70s,3 years,English,"TOEFL iBT 83,",,
Ontario,York University,Canadian Studies,$4917.48 (6 credits),$1504.68 (6 credits),Mid to High 70s,3-4 years,English,"TOEFL iBT 83,",,
Ontario,York University,Children’s Studies,$4917.48 (6 credits),$1504.68 (6 credits),Mid to High 70s,3-4 years,English,"TOEFL iBT 83,",,
Ontario,York University,Classical Studies/Classics,$4917.48 (6 credits),$1504.68 (6 credits),Mid to High 70s,3-4 years,English,"TOEFL iBT 83,",,
Ontario,York University,Cognitive Science,$4917.48 (6 credits),$1504.68 (6 credits),Mid to High 70s,3-4 years,English,"TOEFL iBT 83,",,
Ontario,York University,Commerce,$4917.48 (6 credits),$1504.68 (6 credits),Mid to High 70s,3-4 years,English,"TOEFL iBT 83,",,
Ontario,York University,Communication Studies,$4917.48 (6 credits),$1504.68 (6 credits),Mid to High 70s,3-4 years,English,"TOEFL iBT 83,",,
Ontario,York University,Creative Writing,$4917.48 (6 credits),$1504.68 (6 credits),Mid to High 70s,3-4 years,English,"TOEFL iBT 83,",,
Ontario,York University,Criminology,$4917.48 (6 credits),$1504.68 (6 credits),Mid to High 70s,3-4 years,English,"TOEFL iBT 83,",,
